,uid,date,morning_noise_duration,morning_silent_duration,morning_voice_duration,afternoon_noise_duration,afternoon_silent_duration,afternoon_voice_duration,evening_noise_duration,evening_silent_duration,evening_voice_duration,night_noise_duration,night_silent_duration,night_voice_duration
0,u00,2013-03-27,0.20944444444444352,5.247500000000183,0.1783333333333316,0.778333333333342,2.723333333333442,0.9419444444444909,1.5402777777778212,0.8827777777777944,2.009444444444647,0.058611111111111114,1.567222222222266,0.018055555555555543
1,u00,2013-03-28,0.20277777777777706,4.129722222222359,0.11416666666666711,0.5813888888888915,3.40444444444456,0.8438888888889264,0.6344444444444409,2.196944444444525,2.0158333333335534,0.2758333333333314,4.764166666666837,0.29972222222221545
2,u00,2013-03-29,0.48138888888887826,4.647777777777929,0.1905555555555528,1.4627777777778472,1.797777777777848,1.0827777777778498,0.8850000000000424,1.6905555555555993,1.7763888888890547,1.1250000000000222,2.3427777777778855,0.8494444444444761
3,u00,2013-03-30,0.0,1.0672222222222385,0.0,0.8052777777778004,0.0,0.018055555555555543,2.043888888889072,0.3833333333333271,1.5413888888890275,0.44749999999999296,3.6883333333334876,0.9525000000000478
4,u00,2013-03-31,0.0,5.908888888889089,0.0,1.9577777777778416,2.0986111111111927,1.1708333333334062,1.2783333333334024,0.8327777777777831,2.2227777777780293,0.5683333333333302,0.9219444444444594,2.779722222222551
5,u00,2013-04-01,0.28972222222221544,4.8958333333335355,0.2674999999999945,0.5299999999999918,3.182222222222345,0.8672222222222545,0.7377777777777866,0.6766666666666823,2.614444444444757,0.07638888888888896,5.037777777777963,0.14777777777777729
6,u00,2013-04-02,0.2874999999999953,5.155000000000178,0.22333333333333286,2.0741666666668483,0.37277777777777,1.1650000000000844,1.950277777777872,1.3252777777778095,0.6750000000000128,0.06861111111111123,5.4769444444446185,0.20305555555555257
7,u00,2013-04-03,0.42833333333332524,4.691944444444658,0.26999999999999635,1.3133333333334043,1.8313888888889809,1.1472222222223056,1.016388888888932,1.1958333333333637,2.1788888888891322,0.43916666666666243,4.681388888889053,0.13749999999999976
8,u00,2013-04-04,0.13111111111111134,5.345555555555722,0.2247222222222185,0.3008333333333282,4.011666666666801,0.7511111111111259,1.7866666666667292,1.392777777777817,0.8291666666667011,0.16277777777777774,5.422777777777954,0.15555555555555514
9,u00,2013-04-05,0.25472222222221946,5.3733333333335125,0.14861111111111064,0.7941666666666976,2.0563888888889927,1.3416666666667727,0.7158333333333585,1.7388888888889524,1.7750000000001642,0.35111111111110815,4.644444444444593,0.48805555555554475
10,u00,2013-04-06,0.0008333333333333333,5.899444444444652,0.016666666666666663,0.07861111111111106,4.515000000000196,0.4563888888888835,1.9683333333334807,1.263333333333381,0.9866666666667248,0.7113888888889,2.2505555555556183,1.6927777777779465
11,u00,2013-04-07,0.0,5.957222222222421,0.0,1.2633333333333856,2.6361111111112057,0.6533333333333389,1.6452777777778251,2.7280555555556454,0.5383333333333277,0.42694444444443624,2.443333333333426,1.383611111111232
12,u00,2013-04-08,0.21805555555555392,5.1594444444446195,0.2194444444444407,1.0447222222222654,1.4875000000000687,1.3130555555556649,1.557777777777807,1.5263888888889456,1.715000000000163,0.20361111111111,3.990000000000141,0.6138888888888929
13,u00,2013-04-09,0.001388888888888889,5.865833333333533,0.014722222222222223,0.5027777777777669,3.66472222222235,0.9111111111111597,0.5736111111111074,2.972222222222352,1.4352777777778964,0.11472222222222263,4.131944444444602,0.7138888888889043
14,u00,2013-04-10,0.2324999999999989,5.0405555555557235,0.3616666666666592,1.0744444444444843,1.6808333333333962,1.4302777777778894,1.9305555555556388,1.7886111111111815,1.0166666666667201,0.02333333333333329,5.172500000000183,0.21277777777777412
15,u00,2013-04-11,0.28805555555555123,5.112500000000179,0.2836111111111049,1.2480555555556105,1.9802777777778582,1.0691666666667379,1.3838888888889773,0.8744444444444511,1.7816666666668177,0.0008333333333333333,5.3569444444446255,0.1958333333333324
16,u00,2013-04-12,0.3013888888888859,5.155833333333506,0.17916666666666475,1.380000000000082,1.5066666666667388,1.1575000000000837,0.7180555555555774,1.125277777777834,2.414722222222477,0.010277777777777778,5.318055555555739,0.2458333333333308
