,uid,date,max_distance_afternoon,max_distance_evening,max_distance_morning,max_distance_night,mean_speed_afternoon,mean_speed_evening,mean_speed_morning,mean_speed_night,speed_variance_afternoon,speed_variance_evening,speed_variance_morning,speed_variance_night,total_distance_afternoon,total_distance_evening,total_distance_morning,total_distance_night,var_distance_afternoon,var_distance_evening,var_distance_morning,var_distance_night,area_convex_hull_afternoon,area_convex_hull_evening,area_convex_hull_morning,area_convex_hull_night,home_stay_morning,home_stay_afternoon,home_stay_evening,home_stay_night,nothome_stay_morning,nothome_stay_afternoon,nothome_stay_evening,nothome_stay_night
0,u00,2013-03-27,0.7099837594065408,7.902156429935222,21.51065942048886,0.04469357832687836,0.41344677301682015,2.1906301618500277,8.615853943056084,0.05375789593517161,0.48644053683749694,32.84311308724809,317.76906416889864,0.005365822692384666,2.363740248016485,12.407804019295776,49.99737238824354,0.08960911568413521,0.054114980579649356,3.462948198159544,40.38680144046004,0.000530405850288571,0.06341641264658701,7.475046697831203,15.992131281217842,0.01278760956069839,2.3336111111111113,0.0,3.6683333333333334,1.6669444444444443,3.6663888888888887,5.0,0.33166666666666667,7.333055555555555
1,u00,2013-03-28,0.6153309305909387,0.5725840984862925,13.829300108607482,21.510630031838858,0.4075711598982725,0.16293094720975687,19.148841172733835,11.21083802081259,0.35366040741355687,0.18966997266552835,391.6957779477453,448.7820990264403,2.311922096377409,0.9232753675219555,82.97831174851328,63.566695467237736,0.03812574741172716,0.019998635627512536,43.08406973906155,47.78193230914662,0.004838071652790426,0.030363016414481112,0.0,15.6981337121069,2.000277777777778,0.0,3.6666666666666665,5.668611111111111,3.999722222222222,5.0,0.3333333333333333,3.3313888888888887
2,u00,2013-03-29,0.7835144616729899,0.658678608693947,7.915112567100716,21.51064646466789,0.49498272237420443,23.340962794635264,5.434346960818075,12.662640206642553,0.5181811505366237,7838.218619661973,84.115085049562,458.3766283085798,2.803027445284975,2.9528712360345115,32.89816898427886,69.79604373774099,0.05555476570341249,0.05273827451352565,13.379794110094954,49.70104817930519,0.1022898203704101,0.0796191121688257,0.1016385118279682,14.948689454616495,2.8377777777777777,0.0,3.6666666666666665,5.001666666666667,3.1622222222222223,5.0,0.3333333333333333,3.9983333333333335
3,u00,2013-03-30,0.0017988160196113785,6.441964815433163,0.000461703689126459,7.029441990796557,0.005396448058834135,1.1649153216481942,0.0006925555336896886,1.2411699548356467,0.0,22.61819565223049,9.592663344884186e-07,26.158059871458406,0.0017988160196113785,6.503514896055218,0.000461703689126459,7.033296410735332,1.6178695362052615e-06,2.3029478487480866,7.105676551766063e-08,2.7449926621442975,0.0,0.06983459951913278,0.0,0.01573251070744281,0.6669444444444445,0.0,3.6666666666666665,5.666944444444445,5.333055555555555,5.0,0.3333333333333333,3.3330555555555557
4,u00,2013-03-31,21.508911912880844,8.667827693510583,0.000665301189315918,0.0006754265953537462,11.491099891824408,3.014372141233258,0.00011740609223222084,0.0007536544752264524,375.55838969614854,67.22306738373017,2.343312383850927e-07,5.542523006373463e-07,65.28375873506644,17.72751098997381,0.000665301189315918,0.004270708692949897,40.22202511943899,7.143796371780886,2.4590315139176386e-08,6.146716729849176e-08,35.71278042089257,3.5550530652252226,0.0,0.22414650952857504,2.000277777777778,0.0,3.6666666666666665,5.666944444444445,3.999722222222222,5.0,0.3333333333333333,3.3330555555555557
5,u00,2013-04-01,0.3621647013743071,0.5047430983161998,5.462877753870455,0.0004526748168702524,0.33023962758237335,0.19129213546009502,1.0697624709196554,0.00018764883919498206,0.15292200984554202,0.15696993655086733,19.43186953654529,2.0126757021527213e-07,1.8523982187227928,1.0844914417695262,5.466220630075787,0.0010633434221048984,0.015676998727268143,0.016668133171971813,1.6578270216038025,2.1264947602929985e-08,0.008699721901474451,0.019614073206061775,0.05373033527697866,0.10079937057810769,2.000277777777778,0.0,3.667222222222222,5.666944444444445,3.999722222222222,5.0,0.3327777777777778,3.3330555555555557
6,u00,2013-04-02,3.202076709870255,8.512933961484993,21.50626350956567,0.0005477840126942242,0.5889367094356743,19.00697567521804,6.632309417547843,0.00020541219737416232,5.42900908068,3596.125157845075,339.72968884834063,3.1504980926004986e-07,3.329282765223533,27.756288687298394,37.58308669943777,0.0010955317193288656,0.5670283576541345,7.344507661873513,35.798815674616435,3.309346735890279e-08,0.011760159440885324,18.116087512803055,17.601104641443268,0.04196620891150233,2.000277777777778,0.0,3.6475,5.333611111111111,3.999722222222222,5.0,0.3525,3.6663888888888887
7,u00,2013-04-03,0.7739171440660366,0.5466358322383583,7.900592722839814,8.494468003095013,0.46956837335899315,0.2652776377232402,1.394925070091167,4.442559557431554,0.45300065204964096,0.2181193418086923,33.043464989036664,78.39667237671812,2.6608874490342944,1.5032399470983613,7.9045753971832795,26.21783106650944,0.04873369410446615,0.023244262261145888,3.4675369600626107,9.045192512529226,0.0479401660767971,0.08370481314350947,0.027379849758731457,2.7803942958540073,2.000277777777778,0.0,3.6666666666666665,5.666944444444445,3.999722222222222,5.0,0.3333333333333333,3.3330555555555557
8,u00,2013-04-04,0.4408734945558197,7.900989800075786,7.756440034538519,10.461297003050584,0.21275824368719964,2.2847381673674003,1.369018120535933,1.8465095285390483,0.14144941891784127,35.313950800243695,31.849980350777024,57.93659188342919,1.205630047560798,16.42275611838904,7.7577693497036195,10.463553995054607,0.015071516282754157,5.5084747258969236,3.3422861007508455,6.079775460744502,0.028884446646840083,0.6223721559748763,0.013633350419194102,0.004646595126769613,2.000277777777778,0.0,3.6680555555555556,5.666944444444445,3.999722222222222,5.0,0.33194444444444443,3.3330555555555557
9,u00,2013-04-05,0.622692998255867,7.363695317548955,5.960717651004954,7.901316151136576,0.5527038651725759,2.7950860487584848,1.0520194275677408,1.4816572259893381,0.5064077232765746,51.27819143082352,18.809795869493623,35.11681626067653,3.1322611527998947,16.06922656684203,5.961443422883864,7.902171871943136,0.05486365520318799,5.396007983936246,1.973869235042056,3.6723501130056118,0.035109425008679467,0.39989159840409166,0.019881031434896043,0.0025165118872593913,2.000277777777778,0.0,3.6666666666666665,5.333611111111111,3.999722222222222,5.0,0.3333333333333333,3.6663888888888887
