,Unnamed: 0_x,uid,date,number_places_morning,number_places_afternoon,number_places_evening,number_places_night,variance_time_spent_morning,variance_time_spent_afternoon,variance_time_spent_evening,variance_time_spent_night,time_spent_morning_firstplace,time_spent_afternoon_firstplace,time_spent_evening_firstplace,time_spent_night_firstplace,time_spent_morning_secondplace,time_spent_afternoon_secondplace,time_spent_evening_secondplace,time_spent_night_secondplace,time_spent_morning_thirdplace,time_spent_afternoon_thirdplace,time_spent_evening_thirdplace,time_spent_night_thirdplace,Unnamed: 0_y,time_spent_morning_1stplace,time_spent_afternoon_1stplace,time_spent_evening_1stplace,time_spent_night_1stplace,time_spent_morning_2ndplace,time_spent_afternoon_2ndplace,time_spent_evening_2ndplace,time_spent_night_2ndplace,time_spent_morning_3rdplace,time_spent_afternoon_3rdplace,time_spent_evening_3rdplace,time_spent_night_3rdplace,time_spent_morning_4thplace,time_spent_afternoon_4thplace,time_spent_evening_4thplace,time_spent_night_4thplace,time_spent_morning_5thplace,time_spent_afternoon_5thplace,time_spent_evening_5thplace,time_spent_night_5thplace,time_spent_morning_6thplace,time_spent_afternoon_6thplace,time_spent_evening_6thplace,time_spent_night_6thplace,time_spent_morning_7thplace,time_spent_afternoon_7thplace,time_spent_evening_7thplace,time_spent_night_7thplace,Unnamed: 0,max_distance_afternoon,max_distance_evening,max_distance_morning,max_distance_night,mean_speed_afternoon,mean_speed_evening,mean_speed_morning,mean_speed_night,speed_variance_afternoon,speed_variance_evening,speed_variance_morning,speed_variance_night,total_distance_afternoon,total_distance_evening,total_distance_morning,total_distance_night,var_distance_afternoon,var_distance_evening,var_distance_morning,var_distance_night,area_convex_hull_afternoon,area_convex_hull_evening,area_convex_hull_morning,area_convex_hull_night,home_stay_morning,home_stay_afternoon,home_stay_evening,home_stay_night,nothome_stay_morning,nothome_stay_afternoon,nothome_stay_evening,nothome_stay_night
0,0,u00,2013-03-27,1,2,2,1,0.0,3.3621297067901232,0.2512515624999999,0.0,4.0,5.333333333333333,2.6686111111111117,1.6666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.666666666666667,5.666666666666667,5.668333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7099837594065408,7.902156429935222,21.51065942048886,0.0446935783268783,0.4134467730168201,2.190630161850028,8.615853943056084,0.0537578959351716,0.4864405368374969,32.84311308724809,317.76906416889864,0.0053658226923846,2.363740248016485,12.407804019295776,49.99737238824354,0.0896091156841352,0.0541149805796493,3.462948198159544,40.38680144046004,0.0005304058502885,0.063416412646587,7.475046697831203,15.992131281217842,0.0127876095606983,2.3336111111111117,0.0,3.668333333333333,1.6669444444444443,3.6663888888888887,5.0,0.3316666666666666,7.333055555555555
1,1,u00,2013-03-28,2,2,1,3,0.0278704475308641,2.25041668595679,0.0,0.0247325274348422,3.6666666666666665,5.334722222222222,5.0,3.332777777777778,4.434444444444445,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,3.332777777777778,1,5.767777777777778,5.6675,5.666666666666667,5.668333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6153309305909387,0.5725840984862925,13.829300108607482,21.510630031838858,0.4075711598982725,0.1629309472097568,19.148841172733835,11.21083802081259,0.3536604074135568,0.1896699726655283,391.6957779477453,448.7820990264403,2.311922096377409,0.9232753675219556,82.97831174851328,63.566695467237736,0.0381257474117271,0.0199986356275125,43.08406973906155,47.78193230914662,0.0048380716527904,0.0303630164144811,0.0,15.6981337121069,2.000277777777778,0.0,3.6666666666666665,5.668611111111111,3.999722222222222,5.0,0.3333333333333333,3.3313888888888887
2,2,u00,2013-03-29,2,3,2,4,0.7593185956790125,1.5061522805212617,0.1114817901234568,0.0208105131172839,4.666666666666667,5.333333333333333,4.333333333333333,1.333611111111111,2.4944444444444445,3.6666666666666665,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,1.0013888888888889,2,5.665277777777778,5.666666666666667,5.666666666666667,5.001388888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7835144616729899,0.658678608693947,7.915112567100716,21.51064646466789,0.4949827223742044,23.340962794635264,5.434346960818075,12.662640206642552,0.5181811505366237,7838.218619661973,84.115085049562,458.3766283085798,2.803027445284975,2.9528712360345115,32.89816898427886,69.79604373774099,0.0555547657034124,0.0527382745135256,13.379794110094954,49.70104817930519,0.1022898203704101,0.0796191121688257,0.1016385118279682,14.948689454616495,2.8377777777777777,0.0,3.6666666666666665,5.001666666666667,3.1622222222222223,5.0,0.3333333333333333,3.9983333333333335
3,3,u00,2013-03-30,1,0,2,1,0.0,0.0,0.4411173611111113,0.0,0.6666666666666666,0.0,3.333333333333333,5.333333333333333,0.0,0.0,2.005,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,5.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0017988160196113,6.441964815433163,0.0004617036891264,7.029441990796557,0.0053964480588341,1.1649153216481942,0.0006925555336896,1.2411699548356467,0.0,22.61819565223049,9.592663344884186e-07,26.15805987145841,0.0017988160196113,6.503514896055218,0.0004617036891264,7.033296410735332,1.6178695362052615e-06,2.3029478487480866,7.105676551766063e-08,2.744992662144297,0.0,0.0698345995191327,0.0,0.0157325107074428,0.6669444444444445,0.0,3.6666666666666665,5.666944444444445,5.333055555555555,5.0,0.3333333333333333,3.333055555555556
4,4,u00,2013-03-31,1,1,1,1,0.0,0.0,0.0,0.0,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,21.508911912880844,8.667827693510583,0.0006653011893159,0.0006754265953537,11.491099891824408,3.014372141233258,0.0001174060922322,0.0007536544752264,375.5583896961485,67.22306738373017,2.343312383850927e-07,5.542523006373463e-07,65.28375873506644,17.72751098997381,0.0006653011893159,0.0042707086929498,40.22202511943899,7.143796371780886,2.4590315139176386e-08,6.146716729849176e-08,35.71278042089257,3.5550530652252226,0.0,0.224146509528575,2.000277777777778,0.0,3.6666666666666665,5.666944444444445,3.999722222222222,5.0,0.3333333333333333,3.333055555555556
5,5,u00,2013-04-01,1,3,2,1,0.0,0.4527719650205761,1.777037114197531,0.0,5.333333333333333,5.334444444444444,4.0,5.666666666666667,0.0,2.6344444444444446,1.0008333333333332,0.0,0.0,1.0,0.0,0.0,5,5.6338888888888885,5.667777777777777,5.667222222222223,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.3621647013743071,0.5047430983161998,5.462877753870455,0.0004526748168702,0.3302396275823733,0.191292135460095,1.0697624709196554,0.0001876488391949,0.152922009845542,0.1569699365508673,19.43186953654529,2.0126757021527213e-07,1.8523982187227928,1.0844914417695262,5.466220630075787,0.0010633434221048,0.0156769987272681,0.0166681331719718,1.6578270216038025,2.1264947602929985e-08,0.0086997219014744,0.0196140732060617,0.0537303352769786,0.1007993705781076,2.000277777777778,0.0,3.667222222222222,5.666944444444445,3.999722222222222,5.0,0.3327777777777778,3.333055555555556
6,6,u00,2013-04-02,1,1,2,1,0.0,0.0,7.716049382718462e-08,0.0,4.0,5.333333333333333,1.333888888888889,5.333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,6,5.666666666666667,5.6658333333333335,5.6475,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.202076709870255,8.512933961484993,21.50626350956567,0.0005477840126942,0.5889367094356743,19.00697567521804,6.632309417547843,0.0002054121973741,5.42900908068,3596.125157845075,339.72968884834063,3.1504980926004986e-07,3.329282765223533,27.756288687298397,37.58308669943777,0.0010955317193288,0.5670283576541345,7.344507661873513,35.798815674616435,3.309346735890279e-08,0.0117601594408853,18.116087512803052,17.601104641443268,0.0419662089115023,2.000277777777778,0.0,3.6475,5.333611111111111,3.999722222222222,5.0,0.3525,3.6663888888888887
7,7,u00,2013-04-03,1,4,3,2,0.0,0.8543865885416666,0.2224692043895748,1.8666390625,5.333333333333333,5.333333333333333,2.6666666666666665,4.0,0.0,5.333333333333333,1.0,2.3472222222222223,0.0,1.0,1.0,0.0,7,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7739171440660366,0.5466358322383583,7.900592722839814,8.494468003095013,0.4695683733589931,0.2652776377232402,1.394925070091167,4.442559557431554,0.4530006520496409,0.2181193418086923,33.043464989036664,78.39667237671812,2.6608874490342944,1.5032399470983613,7.904575397183279,26.21783106650944,0.0487336941044661,0.0232442622611458,3.4675369600626107,9.045192512529226,0.0479401660767971,0.0837048131435094,0.0273798497587314,2.7803942958540078,2.000277777777778,0.0,3.6666666666666665,5.666944444444445,3.999722222222222,5.0,0.3333333333333333,3.333055555555556
8,8,u00,2013-04-04,1,2,2,1,0.0,1.7777777777777777,0.446298225308642,0.0,5.333333333333333,3.6666666666666665,2.6666666666666665,5.333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,8,5.666666666666667,5.666666666666667,5.667777777777777,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.4408734945558197,7.900989800075786,7.756440034538519,10.461297003050584,0.2127582436871996,2.2847381673674003,1.369018120535933,1.8465095285390485,0.1414494189178412,35.313950800243695,31.849980350777024,57.93659188342919,1.205630047560798,16.42275611838904,7.7577693497036195,10.463553995054609,0.0150715162827541,5.508474725896924,3.342286100750845,6.079775460744502,0.02888444664684,0.6223721559748763,0.0136333504191941,0.0046465951267696,2.000277777777778,0.0,3.668055555555556,5.666944444444445,3.999722222222222,5.0,0.3319444444444444,3.333055555555556
9,9,u00,2013-04-05,1,3,2,1,0.0,1.5554938443072703,0.2501389081790123,0.0,5.333333333333333,5.333333333333333,2.333333333333333,5.0,0.0,3.6666666666666665,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,9,5.666666666666667,5.666666666666667,5.666666666666667,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.622692998255867,7.363695317548955,5.960717651004954,7.901316151136576,0.5527038651725759,2.7950860487584848,1.0520194275677408,1.481657225989338,0.5064077232765746,51.27819143082352,18.809795869493623,35.11681626067653,3.1322611527998947,16.06922656684203,5.961443422883864,7.902171871943136,0.0548636552031879,5.396007983936246,1.973869235042056,3.672350113005612,0.0351094250086794,0.3998915984040916,0.019881031434896,0.0025165118872593,2.000277777777778,0.0,3.6666666666666665,5.333611111111111,3.999722222222222,5.0,0.3333333333333333,3.6663888888888887
