,uid,date,stationary_duration_morning,walking_duration_morning,running_duration_morning,unknown_duration_morning,stationary_duration_afternoon,walking_duration_afternoon,running_duration_afternoon,unknown_duration_afternoon,stationary_duration_evening,walking_duration_evening,running_duration_evening,unknown_duration_evening,stationary_duration_night,walking_duration_night,running_duration_night,unknown_duration_night
0,u00,2013-03-27,5.7044444444445705,0.19916666666666663,0,0.09638888888888908,4.447500000000078,0.9813888888888891,0.06166666666666667,0.5094444444444446,3.9847222222222785,0.9219444444444443,0.8708333333333331,0.22222222222222218,1.9991666666666603,0,0,4.0008333333333335
1,u00,2013-03-28,5.632777777777854,0.12972222222222224,0,0.23750000000000004,4.892500000000102,0.548611111111111,0.19500000000000012,0.36388888888888893,4.976111111111211,0.4705555555555554,0.23333333333333334,0.31972222222222235,5.680000000000129,0.05861111111111111,0.1922222222222222,0.06916666666666668
2,u00,2013-03-29,5.505000000000124,0.0872222222222223,0.05305555555555556,0.35472222222222205,4.360000000000077,0.958888888888889,0.19388888888888883,0.4872222222222221,3.996666666666733,1.1727777777777768,0.028333333333333318,0.8019444444444443,5.102777777777891,0.3358333333333333,0.05305555555555556,0.5083333333333334
3,u00,2013-03-30,1.0163888888888883,0.0,0,4.983611111111111,0.9486111111111111,0.0,0.0,5.051388888888889,4.771111111111201,0.5144444444444441,0.12277777777777782,0.5913888888888889,5.287777777777896,0.3808333333333334,0,0.3313888888888889
4,u00,2013-03-31,5.951666666666807,0.0,0,0.04833333333333333,3.753888888888944,0.27694444444444444,1.590277777777775,0.3788888888888889,4.1891666666667335,1.2766666666666655,0.20111111111111116,0.3327777777777776,5.157222222222323,0.42694444444444457,0,0.41583333333333306
5,u00,2013-04-01,5.547500000000125,0.13472222222222222,0.005,0.31277777777777777,4.730833333333429,0.7311111111111112,0.3191666666666666,0.21888888888888866,4.400000000000081,0.9786111111111113,0.0044444444444444444,0.6166666666666666,5.9477777777779135,0,0,0.052222222222222225
6,u00,2013-04-02,5.530555555555681,0.11916666666666668,0.005,0.34527777777777785,5.663611111111237,0.08666666666666671,0.0,0.24972222222222223,4.0052777777778426,0.46416666666666656,0.7258333333333333,0.8044444444444444,5.813888888889022,0.11805555555555557,0,0.06805555555555552
7,u00,2013-04-03,5.551111111111236,0.09611111111111126,0,0.35277777777777775,4.55944444444453,0.9205555555555557,0.2125,0.30750000000000005,4.802222222222307,0.5227777777777777,0.1305555555555556,0.5441666666666668,5.597500000000124,0.07138888888888892,0.20972222222222223,0.12138888888888888
8,u00,2013-04-04,5.667500000000126,0.13583333333333333,0,0.19666666666666668,5.041944444444545,0.3674999999999997,0.08361111111111119,0.5069444444444444,4.2633333333334065,0.8288888888888889,0.6683333333333334,0.23916666666666653,5.756944444444577,0.06694444444444445,0,0.1761111111111112
9,u00,2013-04-05,5.568333333333461,0.19777777777777772,0,0.2338888888888889,4.420555555555635,1.1663888888888878,0.0019444444444444444,0.4111111111111112,4.4936111111111945,0.3191666666666665,0.1919444444444445,0.9949999999999999,5.427222222222342,0.07500000000000001,0.3374999999999999,0.1602777777777778
10,u00,2013-04-06,5.949166666666806,0.0,0,0.05083333333333333,5.893611111111251,0.0,0.0,0.10638888888888888,3.0705555555555866,0.9363888888888886,0.8194444444444444,1.173333333333333,4.866944444444543,0.2605555555555555,0,0.8725000000000003
11,u00,2013-04-07,5.949166666666806,0.0,0,0.050833333333333335,5.414444444444554,0.3049999999999999,0.0036111111111111114,0.2769444444444444,4.861388888888988,0.12611111111111117,0.8141666666666668,0.19805555555555554,5.600000000000122,0.1733333333333332,0,0.2266666666666666
12,u00,2013-04-08,5.700000000000132,0.16555555555555562,0,0.13444444444444448,4.656944444444531,0.6811111111111111,0.20416666666666664,0.45777777777777795,3.4425000000000487,0.7555555555555555,1.133055555555555,0.668611111111111,5.811388888889023,0.05527777777777778,0.07361111111111114,0.059722222222222225
13,u00,2013-04-09,5.951111111111251,0.0,0,0.048888888888888885,5.026944444444541,0.31138888888888877,0.05444444444444445,0.6072222222222223,4.768611111111198,0.6738888888888889,0.006944444444444445,0.5502777777777775,5.895000000000136,0.05305555555555556,0,0.051944444444444446
14,u00,2013-04-10,5.742777777777906,0.11888888888888888,0.0044444444444444444,0.13388888888888897,4.967777777777874,0.6741666666666668,0.08138888888888887,0.2766666666666666,4.8377777777778785,0.6344444444444447,0.0008333333333333334,0.5266666666666665,5.785000000000128,0.10916666666666666,0,0.10583333333333333
15,u00,2013-04-11,5.549444444444569,0.19722222222222222,0.0030555555555555557,0.25027777777777777,4.761666666666757,0.6897222222222223,0.1319444444444445,0.4166666666666666,4.377777777777852,1.0175000000000003,0.08861111111111114,0.5158333333333333,5.9500000000001405,0,0,0.05
16,u00,2013-04-12,5.679444444444573,0.0811111111111111,0,0.2394444444444445,4.889444444444542,0.7536111111111111,0.08916666666666673,0.26777777777777784,4.694166666666754,0.8263888888888888,0.0636111111111111,0.41555555555555573,5.79944444444457,0,0,0.20055555555555554
17,u00,2013-04-13,5.999166666666806,0.0,0,0.0008333333333333333,5.913888888889024,0.008888888888888889,0.0,0.07722222222222222,4.567500000000086,0.18888888888888886,0.006388888888888889,1.2369444444444435,5.749444444444577,0.12361111111111114,0.002777777777777778,0.12416666666666668
18,u00,2013-04-14,5.949444444444583,0.0,0,0.050555555555555555,5.599166666666791,0.0647222222222222,0.0,0.33611111111111114,5.456111111111228,0.059166666666666666,0.4691666666666666,0.015277777777777779,5.861111111111244,0.06833333333333333,0,0.07055555555555552
19,u00,2013-04-15,5.735555555555686,0.1358333333333333,0.001388888888888889,0.12722222222222224,4.703055555555643,0.7961111111111112,0.09333333333333338,0.40749999999999986,4.56194444444453,0.7705555555555558,0.0,0.6672222222222223,5.4094444444445635,0.06194444444444444,0.47000000000000003,0.05861111111111111
20,u00,2013-04-16,5.868611111111243,0.02194444444444444,0,0.10944444444444446,5.208888888888998,0.4008333333333332,0.012222222222222223,0.37805555555555576,4.553888888888974,0.5161111111111112,0.0,0.9297222222222221,5.938888888889027,0.0044444444444444444,0,0.05666666666666667
